Continent,Region,City,Country,Meal.inex.rest,Meal2px$$3course,McMeal,Beer0.5Res,BeerImport.33Res,CappRest,CokeRest,WaterRest,Milk1l,BreadLoaf,Ricekg,Eggs12,Cheesekg,Chickenkg,Beefkg,Appleskg,Bananakg,Orangeskg,Tomatokg,Potatokg,Onionkg,Lettuce,Water1.5lmarket,Wine$$market,BeerDomes0.5market,BeerImport0.33market,Cigs20,Busfare,Monthbuspass,Taxistart,Taxi1km,Taxi1hrwait,Fuel1l,VwGolf,ToyotaCorolla,Basicbillsapartment,1minmobile,Wifiunlimited,Gymmonth,Tennis1hr,Cinema,Preschoolmonth,Internationalprimaryyear,Jeans,Dress,Trainers,Leathershoes,1bedaptmcity,1bedaptmsuburb,3bedaptmcity,3bedaptmsuburb,sqmpriceaptmcity,sqmtpriceaptmsuburb,netmonthlysalary
South America,South America,Campo Grande,Brazil,3.73,18.63,5.59,1.96,2.61,1.35,1.07,0.63,0.95,1.61,0.68,1.93,7.13,3.29,7.89,1.33,1.29,0.61,1.3,0.81,0.79,0.65,0.64,4.1,1.3,1.86,2.05,0.82,58.94,0.76,0.58,5.77,1.21,16304.55,22080.4,53.18,0.33,17.46,15.14,16.77,5.59,121.12,2180.15,42.39,24.22,79.19,48.91,248.45,158.39,441,214.29,559.01,335.41,245.89
South America,South America,Fortaleza,Brazil,4.84,22.36,6.15,1.54,2.32,1.57,0.89,0.5,1.11,1.32,0.92,1.4,6.29,3.99,7.29,1.96,0.95,1.09,1.24,1.18,0.82,0.58,0.66,6.52,1.07,2.13,1.86,0.73,17.24,0.91,0.56,4.43,1.24,17702.08,23869.24,78.38,0.19,16.99,18.52,24.16,5.59,295.03,6428.65,40.32,42.86,65.19,52.59,189.44,121.12,415.02,253.68,1348.07,641.09,232.92
Asia,Southeastern Asia,Bandar Seri Begawan,Brunei,2.91,28.81,5,4,2.55,3.41,0.73,0.56,1.42,1.63,1.26,2.11,5.34,5.06,14.9,3.37,2.18,3.64,3.57,1.6,1.96,3.7,0.88,1.82,3.86,2.18,8.01,1.08,21.84,3.28,2.91,21.84,0.38,21841.34,20634.06,54.87,0.2,90.26,39.95,3.64,5.1,210.68,11716.8,74.44,29.02,83.84,67.07,653.58,366.45,1223.12,1116.34,1419.69,897.92,1721.64
Europe,Eastern Europe,Sofia,Bulgaria,10.62,37.17,6.37,1.86,2.65,1.89,1.22,0.83,1.54,1.02,1.88,2.55,9.42,7.56,10.81,1.49,1.6,1.57,2.36,0.97,0.86,0.9,0.61,6.37,0.88,1.55,3.19,0.85,26.55,1.12,0.64,9.56,1.73,23894.27,22840.11,134.5,0.19,12.79,29.55,14.52,7.96,434.18,7149.23,64.15,33.82,78.32,86.1,437.61,330.07,821.13,564.04,2531.65,1627.04,996.71
Europe,Eastern Europe,Varna,Bulgaria,6.37,31.86,5.31,1.59,2.65,1.54,1.13,0.88,1.31,0.8,1.9,2.23,7.2,5.76,8.97,1.28,1.54,1.38,2.08,0.83,0.66,0.68,0.58,5.31,0.77,1.29,3.19,0.85,21.24,1.05,0.53,11.15,1.56,21239.35,20648.78,117.12,0.23,12.82,27.58,12.98,6.37,356.52,4115.12,47.05,30.85,74.3,82.8,309.27,235.72,572.7,413.93,1677.38,1043.98,733.75
Europe,Eastern Europe,Plovdiv,Bulgaria,7.96,31.86,5.97,1.33,2.39,1.56,1.19,0.7,1.28,0.79,1.7,2.37,7.68,5.7,9.76,1.35,1.49,1.31,1.81,0.81,0.85,0.83,0.61,5.31,0.88,1.49,3.19,0.53,26.55,0.8,0.53,6.37,1.55,21816,21538.03,80.55,0.16,12.18,24.96,9.26,7.3,275.45,3862.91,40.86,26.28,71,87.72,301.83,217.39,489.92,367.6,1302.8,876.51,674.79
Asia,Southeastern Asia,Phnom Penh,Cambodia,3.6,30,6.5,1,2.88,2.9,0.98,0.66,2.19,1.79,1.09,1.87,12.86,5.42,9.74,3.77,1.41,3.34,1.41,1.56,1.39,1.49,0.81,12,1.02,2.03,1.5,1,10.62,1,1,4,1.18,48000,44750,123,0.06,33.22,75.81,14.75,5,261.6,9062.5,22,17.62,88.57,39.38,530.94,321.67,1499.23,812.73,2339.5,1625.83,314.88
Africa,Middle Africa,Douala,Cameroon,3.96,31.67,3.17,1.11,1.58,0.87,0.74,0.4,2.3,0.52,1.45,1.69,17.95,5.62,4.63,3.3,1.19,0.92,0.84,1.69,1.08,0.71,0.59,5.54,1.02,1.77,2.14,0.36,3.96,0.4,0.4,3.96,1.02,20981.16,9236.99,78.04,0.11,44.54,30.54,6.47,7.92,310.76,1651.35,25.14,22.43,49.77,87.09,213.77,98.97,610.63,273.15,1477.92,475.05,178.58
North America,Northern America,Calgary,Canada,18.61,63.28,8.93,5.21,5.96,3.72,1.75,1.52,1.72,2.23,2.58,2.89,10.88,10.23,13.99,3.92,1.47,3.54,3.73,2.34,2.57,2.39,1.69,11.17,2.63,2.99,11.91,2.68,83.39,2.98,1.43,26.06,1.26,20846.78,19783.6,181.12,0.2,64.64,59.02,20.25,11.91,799.58,11933.72,53.51,41.8,76.15,102.37,1131.03,892.46,1962.23,1494.06,3343.66,2663.13,3823.8
North America,Northern America,Surrey,Canada,13.4,59.56,7.82,5.12,5.96,3.92,1.69,1.36,1.84,2.05,4.4,2.96,11.41,12.25,12.34,2.78,1.2,2.61,2.58,1.77,2.55,2.13,1.98,13.39,2.13,3.81,13.4,2.44,89.34,2.49,1.46,26.38,1.57,18613.2,17763.19,168.84,0.27,66.18,31.91,24.2,11.54,912.05,2605.85,44.14,35.27,81.11,105.47,1261.56,1025.42,2401.1,1749.64,9082.57,5609.82,3817.67
North America,Northern America,Victoria,Canada,18.61,70.73,8.93,5.96,5.96,3.67,1.99,1.78,2.5,2.75,3.26,3.65,12.25,12.84,13.51,3.38,1.29,3.6,4.46,2.49,2.33,2.54,1.92,14.15,2.52,2.75,12.47,1.86,63.28,2.74,1.49,31.02,1.59,23824.89,19460.1,97.88,0.18,71.47,51.02,11.58,10.78,918.25,13014.35,61.07,32.51,80.62,105.78,1495.66,1195.92,2523.12,2071.28,7694.62,5523.67,3537.3
North America,Northern America,Vancouver,Canada,18.24,85.62,8.93,5.21,6.7,3.77,1.95,1.78,2.23,2.62,3.45,3.64,12.47,11.75,14.65,3.16,1.45,3.37,3.54,2.62,1.9,2.29,1.93,14.89,2.51,2.96,14.14,2.31,97.16,2.79,1.44,27.02,1.59,22335.84,19248.24,87.38,0.26,62.44,47.21,11.35,12.66,1049.04,19224.88,59.45,37.76,88.22,114.41,1804.36,1509.65,3362.22,2356.76,10079.83,7887.57,3523.68
North America,Northern America,Brampton,Canada,11.17,67.01,7.45,5.03,5.21,2.62,1.66,0.98,1.57,1.88,1.77,2.21,14.89,8.51,13.11,3.13,1.45,3.44,2.99,1.77,1.3,1.83,1.31,11.17,1.86,1.86,12.06,2.98,89.34,3.72,1.49,18.61,1.49,19357.73,18650.42,211,0.31,57.65,30.42,19.23,11.17,889.3,12656.97,39.54,31.6,63.56,59.98,1431.98,1140.52,1845.48,1669.52,6336.25,4867.01,3505.49
North America,Northern America,London,Canada,18.61,78.92,9.68,4.47,4.84,3.5,1.93,1.49,1.74,2.29,2.74,2.61,10.9,8.02,12.87,3.29,1.02,3.02,4.02,1.79,1.81,1.98,1.37,11.17,2.39,2.98,10.72,2.23,70.73,2.89,1.49,18.61,1.39,22335.84,18547.06,130.32,0.25,59.97,29.25,26.8,11.16,967.89,17669.71,64.49,37.56,80.13,94.28,1346.41,1066.44,2542.94,1578.98,7134.03,3480.67,3436.8
North America,Northern America,Mississauga,Canada,11.17,59.56,8.93,5.21,5.21,3.36,1.38,1.15,1.8,2.14,2.17,3,9.76,8.9,11.18,3.03,1.04,2.56,3.15,2.59,2.16,2,1.12,11.03,1.97,2.23,11.17,2.79,107.58,3.07,1.85,26.06,1.42,19829.76,18818.69,125.86,0.68,54.84,42.35,25.31,9.96,1176.35,26803,48.3,40.02,95.05,103.82,1577.47,1392.85,2402.53,2081.81,7247.62,5640.24,3428.84
North America,Northern America,Edmonton,Canada,18.61,67.01,8.93,5.21,5.96,3.81,1.82,1.74,1.91,2.16,3.06,2.69,10.8,11.17,13.43,3.8,1.39,3.4,3.69,2.02,1.77,2.37,1.81,11.17,2.06,2.69,12.66,2.61,74.45,2.83,1.23,22.34,1.26,22335.84,18382.58,185.15,0.26,59.56,44.71,14.7,11.17,760.25,59692.52,52.76,33.46,79.6,99.68,912.28,755.01,1542.36,1186,2210.39,1849.91,3411.77
North America,Northern America,Ottawa,Canada,18.61,61.42,8.93,5.21,5.96,3.67,2,1.5,1.82,2.17,3.05,2.87,11.22,11.62,12.16,3.49,1.23,2.95,3.33,1.65,1.81,1.98,1.51,11.17,2.3,2.23,11.17,2.75,92.14,2.98,1.38,17.87,1.43,21219.05,19250.62,121.58,0.21,59.34,52.59,23.93,11.17,976.16,14332.16,53.56,37.23,79.25,104.63,1271.09,1005.11,2021.86,1619.35,4906.31,3633.03,3334.84
North America,Northern America,Markham,Canada,20.38,89.34,8.93,4.09,4.65,3.02,2.17,1.7,2.67,1.86,1.85,2.55,10.37,10.92,15.14,2.78,1.15,2.66,3.66,1.87,1.82,1.81,1.41,13.4,2.57,2.49,11.17,2.9,113.91,3.16,1.64,19.36,1.44,18613.2,18290.57,122.83,0.43,43.98,43.61,11.17,10.8,707.3,17384.73,52.65,37.23,80.97,107.86,1507.67,1321.54,2432.12,2233.58,11219.64,9616.84,3201.37
North America,Northern America,Toronto,Canada,18.61,81.9,9.68,5.21,6.33,3.59,1.95,1.51,2.49,2.56,2.85,2.95,11.53,12.18,12.6,3.2,1.28,3.19,3.41,2.78,2.38,2.34,1.68,11.91,2.31,2.87,13.07,2.42,116.15,3.28,1.3,23.08,1.45,20846.78,19480.57,128.64,0.31,54.88,46.47,17.48,11.17,1172.61,19273.54,60.94,37.09,92.05,102.25,1696.63,1435.71,2745.86,2296.47,9648.35,7282.22,3153.29
North America,Northern America,Quebec City,Canada,14.89,59.56,9.31,5.21,5.21,3.45,1.55,1.09,1.55,2.44,3.29,2.66,11.96,8.93,13.82,2.88,1.36,2.75,3.42,2.44,1.58,1.71,0.96,11.17,1.55,2.55,10.42,2.61,66.26,2.61,1.3,29.04,1.45,18613.2,16148.81,71.11,0.31,48.58,36.65,28.29,10.42,665.56,6362.71,54.19,32.85,76.78,102.37,704.64,545.99,1187.86,918.25,6480.85,1723.58,3094.9
North America,Northern America,Halifax,Canada,14.89,67.01,8.93,5.21,5.21,3.54,1.79,1.71,1.83,2.32,4.32,3.4,9.43,11.49,11.52,3.84,1.66,3.74,3.92,2.63,2.53,2.61,1.43,14.89,2.81,3.39,14.15,2.05,61.42,2.79,1.3,22.34,1.43,22335.84,20213.26,141.14,0.16,75.68,42.89,16.88,11.17,654.56,12843.11,66.32,36.57,89.29,103.37,1212.38,980.68,1924.28,1492.78,3781.78,2109.5,3047.9
North America,Northern America,Hamilton,Canada,14.15,61.42,8.93,5.21,5.58,3.45,1.87,1.28,1.62,2.49,4.15,2.99,14.02,12.85,13.61,4.31,1.47,3.53,3.76,1.85,2.34,1.97,2.12,11.17,1.92,2.63,10.72,2.42,81.9,3.28,1.34,25.84,1.42,20921.23,19074.8,155.87,0.21,61.69,41.21,19.85,13.4,843.8,11167.92,51.89,41.41,77.15,90.99,1198.69,1082.92,1905.99,1844.14,4315.34,4284.49,2829.21
North America,Northern America,Montreal,Canada,14.89,67.01,9.68,5.77,5.96,3.56,1.8,1.37,2.2,2.82,2.94,2.91,11.45,11.12,12.85,3.24,1.5,3.03,3.49,1.91,2,2.09,1.64,11.91,2.41,2.67,11.17,2.61,69.99,3.02,1.3,30.71,1.48,22335.84,19454.11,80.01,0.37,46.88,29.81,14.91,11.16,670.54,8636.52,62.61,36.36,94.24,113.39,1044.96,807.34,1873.63,1356.1,6097.33,3449.11,2815.81
North America,Northern America,Laval,Canada,13.43,52.12,10.42,2.23,4.47,3.35,1.49,0.97,1.73,2.13,2.21,2.35,11.32,10.3,11.89,2.67,1.46,2.27,3.05,1.85,2.09,2.14,1.76,12.47,2.98,2.42,9.31,2.61,67.38,2.75,1.75,25.31,1.45,16005.49,15002.24,85.59,0.22,44.99,18.32,17.87,9.49,219.64,4591.26,45.91,33.5,87.48,77.06,856.21,632.85,1005.11,1265.7,4839.43,4379.31,2746.48
North America,Northern America,Winnipeg,Canada,14.89,55.84,8.26,4.47,5.21,3.4,1.79,1.56,1.34,1.92,2.84,2.77,9.06,10.77,13.07,3.51,1.39,3.43,3.69,2.54,2.21,2.27,1.64,11.17,2.63,3.33,13.4,2.31,77.43,2.79,1.19,23.3,1.41,20102.25,19786.36,147.84,0.3,60.96,33.36,21.78,10.42,507.6,12455.46,43.9,29.37,73,101.21,821.5,833.45,1355.21,1301.83,3052.56,2661.69,2223.69
South America,South America,Santiago,Chile,8.76,43.79,6.57,3.28,3.83,2.47,1.07,0.89,1.02,1.28,1.41,2.79,9.42,5.52,10.4,1.63,1.37,1.55,1.76,1.15,1.13,1.01,1.07,4.93,1.26,1.9,4.82,0.88,43.79,0.38,1.09,8.7,1.28,14395.97,16991.41,131.14,0.07,23.14,32.44,14.42,5.47,381.48,6193.98,46.82,27.61,57.87,69.6,440.02,411.79,817.13,797.44,2204.83,2203.34,612.9
South America,South America,Vina del Mar,Chile,11.35,43.79,5.47,3.28,3.83,2.23,1.4,1.21,0.88,0.74,1.13,2.14,7.53,5.04,7.42,1.22,1.02,0.88,1.15,0.73,0.89,0.74,0.82,4.93,1.21,1.67,4,0.55,45.98,0.77,1.09,4.38,1.17,11215.72,14196.18,75.57,0.04,27.55,26.55,16.06,4.93,295.58,4734.8,35.03,17.79,38.32,52.55,376.32,273.69,613.06,474.39,1827.12,1503.95,575.84
Asia,Eastern Asia,Shenzhen,China,4.19,27.94,4.89,1.12,3.91,4.14,0.47,0.33,2.2,2.36,0.98,2.09,13.66,4.29,15.27,1.93,1.45,1.77,1.42,1.04,1.14,0.88,0.54,13.97,0.84,1.46,3.49,0.56,34.92,1.4,0.36,6.7,1.17,21524.45,19935.61,66.36,0.03,17.87,50.68,14.12,6.98,619.82,22905.72,64.92,33.26,80.3,104.76,724.86,426.89,1650.67,869.5,17321.81,7952.76,1563.92
Asia,Eastern Asia,Nantong,China,3.07,20.95,4.54,0.88,1.4,2.99,0.47,0.28,2.18,1.64,1.08,1.83,7.68,3.61,11.48,1.42,1.57,1.96,1.38,0.99,1.18,0.91,0.52,12.57,0.7,1.64,3.49,0.98,31.01,1.54,0.42,4.19,1.16,20951.77,19624.82,47.99,0.02,6.56,111.74,31.57,5.59,132.69,20951.31,53.92,33.14,71.58,80.3,619.24,637.86,1641.22,667.45,9311.9,6285.53,1553.64
Asia,Eastern Asia,Beijing,China,4.19,30.73,5.59,1.4,4.05,4.55,0.51,0.43,1.97,2.07,1.2,1.85,12.66,3.94,12.56,1.95,1.84,1.91,1.45,0.88,0.97,0.85,0.63,11.87,1.01,2.4,4.19,0.7,41.9,1.96,0.42,11.17,1.18,23745.34,22024.35,53.68,0.04,20.28,55.84,29.8,8.38,941.31,26804.96,65.28,42.74,84.19,117.38,1176.59,660.6,2732.46,1426.41,17450.87,9463.2,1514.55
Asia,Eastern Asia,Shanghai,China,5.59,40.51,5.59,1.12,4.19,3.96,0.52,0.32,2.68,2.57,1.18,2.17,18.01,4.67,12.79,2.22,1.55,2.11,1.47,0.82,1.02,0.82,0.62,13.97,0.91,1.93,3.49,0.56,27.94,2.1,0.42,8.38,1.17,19554.98,20360.82,64.76,0.03,16.74,63.23,14.67,8.38,1356.63,25883.49,69.17,34.26,86.55,121.19,1080.07,564.3,2972.57,1532.23,17333.09,9174.88,1382.83
Asia,Eastern Asia,Zhuhai,China,2.79,27.94,5.59,0.98,2.3,3.41,0.44,0.26,2.28,1.58,0.93,1.4,8.38,4.75,13.79,1.49,1.16,1.16,1.3,0.93,1.26,0.51,0.73,9.78,1.22,2.47,3.49,0.14,8.38,1.4,0.35,4.61,1.17,18856.59,16761.42,42.01,0.03,16.76,16.3,14.2,5.59,302.64,8380.71,37.25,20.95,68.44,74.5,512.15,200.21,1024.31,651.83,5552.22,3806.24,1361.86
Asia,Eastern Asia,Changchun,China,2.79,16.76,4.64,2.44,1.4,2.93,0.31,0.21,1.58,1.18,0.88,1.42,10.48,2.76,11.17,1.36,0.7,1.19,0.88,0.56,0.7,0.56,0.56,5.59,0.47,1.96,3.49,0.28,8.38,1.12,0.28,3.35,1.14,20602.57,21999.36,52.61,0.02,11.64,41.32,12.57,8.38,279.36,14666.24,27.94,41.86,83.81,116.4,314.28,216.5,628.55,453.95,1676.14,5375.21,1240
Asia,Eastern Asia,Guangzhou,China,4.05,27.94,4.89,0.84,1.68,3.41,0.44,0.32,1.88,1.6,1.01,1.68,8.83,3.7,11.53,1.98,1.41,1.79,1.28,0.72,0.98,0.48,0.5,11.17,0.93,2.02,3.63,0.35,27.94,1.68,0.36,6.15,1.17,20951.77,20415.4,56.19,0.02,16.34,33.52,18.62,8.38,544.75,24094.53,63.51,32.53,69.98,46.25,523.26,311.48,1218.89,675.11,12650.42,5325.41,1189.07
Asia,Eastern Asia,Nanjing,China,3.07,20.95,4.54,0.88,1.4,2.99,0.47,0.31,2.18,1.64,1.08,1.83,7.68,3.61,11.48,1.42,1.57,1.96,1.38,0.99,1.18,0.91,0.52,12.57,0.7,1.64,3.49,0.56,15.18,1.54,0.42,4.19,1.16,20951.77,19624.82,55.48,0.02,6.56,21.96,26.07,6.7,132.69,20951.31,53.92,33.14,71.58,80.3,497.25,293.32,1152.33,622.97,7095.67,3538.41,1124.54
Asia,Eastern Asia,Hangzhou,China,4.19,31.43,5.59,0.84,2.1,3.6,0.52,0.3,2.41,1.86,1.05,1.95,20.13,4.69,14.05,1.99,1.64,1.44,1.18,0.97,1.09,0.68,0.69,10.41,0.87,2.26,3.49,0.42,15.36,1.82,0.42,5.66,1.16,20951.77,20808.1,37.54,0.02,8.1,21.95,15.36,5.94,415.54,19827.36,41.9,27.63,74.5,84.41,513.32,314.81,1006.85,713.63,7633.89,4225.27,1059.23
Asia,Eastern Asia,Wuxi,China,3.63,24.44,5.45,0.84,2.03,3.45,0.42,0.24,2.23,1.63,0.93,1.5,13.97,3.91,11.41,2.23,1.5,1.58,1.44,0.52,0.98,0.34,0.49,8.03,0.56,1.75,3.49,0.28,7.92,1.26,0.34,4.19,1.15,23459,17953.34,31.78,0.02,8.69,14.55,7.68,5.59,200.21,7682.32,54.71,30.55,55.78,48.82,607.6,349.2,1396.78,698.39,3429.94,2933.25,1001.49
Asia,Eastern Asia,Xi'an,China,2.79,16.76,4.89,0.7,2.51,3.35,0.41,0.27,1.77,1.09,1.64,1.51,10.43,3.18,8.24,1.29,1.42,1.4,1.12,0.49,0.59,0.77,0.57,11.17,0.54,1.43,2.79,0.28,16.76,1.19,0.35,4.19,1.14,17459.81,20486.17,47.58,0.03,13.27,29.39,6.98,5.45,419.04,16761.42,47.14,30.19,68.97,63.82,279.36,181.58,651.83,414.38,2584.05,2234.86,982.41
Asia,Eastern Asia,Qingdao,China,2.93,20.95,4.61,0.84,2.1,3.02,0.42,0.28,2,1.14,0.81,1.34,11.23,4.11,11.36,1.26,1.58,1.35,1.25,0.65,0.53,0.44,0.54,12.57,0.63,1.68,2.23,0.42,23.05,1.4,0.28,4.19,1.14,16761.42,16202.7,33.52,0.02,11.03,19.79,9.22,6.98,217.9,24834.83,49.39,30.29,64.76,75.08,300.55,166.81,686.75,316.58,5237.94,2467.65,959.13
Asia,Eastern Asia,Hefei,China,2.79,22.35,4.89,0.84,2.1,3.2,0.44,0.28,1.55,1.54,0.87,1.34,8.85,4.19,9.65,1.67,0.96,0.96,0.87,0.62,0.38,0.37,0.79,15.36,0.77,2.79,2.79,0.28,13.97,1.4,0.35,4.19,1.15,19401.34,21184.57,88.22,0.02,16.76,40.51,5.94,5.59,244.44,7682.32,73.05,27.94,83.76,55.87,270.05,139.68,558.71,325.92,3911,1676.14,947.33
Asia,Eastern Asia,Wuhan,China,3.49,26.54,5.59,1.51,2.1,2.8,0.42,0.23,1.69,1.75,0.89,1.7,12.57,4.16,13.28,1.75,1.47,1.54,1.26,0.86,1.19,0.51,0.58,13.97,0.77,1.72,2.79,0.42,41.9,1.4,0.27,3.35,1.17,19750.53,15490.34,39.7,0.03,14.43,42.83,6.05,5.1,349.2,22814.15,62.86,45.4,103.55,75.37,343.61,174.6,1001.03,366.66,3492.71,2262.79,945.74
Asia,Eastern Asia,Foshan,China,2.79,20.95,4.89,0.84,1.68,3.25,0.42,0.28,1.72,1.6,0.77,1.68,13.97,2.83,11.53,1.82,1.41,1.79,1.28,0.72,0.98,0.48,0.5,11.17,0.77,1.75,3.63,0.28,6.98,1.68,0.36,4.19,1.17,20951.77,20415.4,48.89,0.02,16.34,62.86,12.57,5.94,544.75,24094.53,52.31,23.23,53.54,27.94,349.2,199.27,605.27,419.04,5354.34,2444.37,942.83
Asia,Eastern Asia,Suzhou,China,4.89,38.41,6.43,2.79,5.59,4.49,0.85,0.33,2.7,3.49,1.43,3.79,24.68,5.85,19.6,2.82,2.52,3.84,1.97,1.32,1.48,1.38,0.97,18.86,0.82,3.42,4.89,0.42,41.9,1.82,0.28,4.19,1.16,23046.95,31951.45,63.61,0.02,12.37,48.24,13.04,9.43,1553.92,32737.14,71.59,55.85,97.77,164.62,760.47,502.84,2133.98,1056.48,9311.9,4649.3,907.91
Asia,Eastern Asia,Ningbo,China,4.54,23.05,5.45,0.56,4.19,3.45,0.37,0.3,2.23,2.68,1,1.5,16.59,5.26,11.41,2.23,1.5,2.33,1.55,0.81,0.98,0.75,0.73,9.08,0.82,2.33,3.91,0.28,13.97,1.54,0.34,6.54,1.15,19554.98,21417.36,31.78,0.02,8.69,81.48,13.97,5.59,547.07,7682.32,54.71,30.55,88.2,85.8,412.05,395.76,872.99,646.01,5726.82,3596.72,903.91
Asia,Eastern Asia,Xiamen,China,2.79,16.76,4.19,1.4,3,3.7,0.44,0.44,1.36,1.26,0.84,1.54,10.43,3.79,12.85,2.12,1.16,1.43,1.69,0.63,1.22,1.07,0.5,12.57,0.77,0.97,2.79,0.28,8.38,1.4,0.31,6.84,1.16,18158.2,15271.51,43.9,0.03,8.63,34.92,8.38,5.59,279.36,9777.49,41.83,32.94,90.79,48.89,451.63,265.39,1443.34,572.68,9777.49,4539.55,874.53
Asia,Eastern Asia,Dongguan,China,3.14,27.94,4.89,0.7,2.17,3.69,0.44,0.33,2.22,1.78,0.83,1.98,7.68,4.75,9.78,2.23,1.56,1.16,1.07,0.7,0.88,0.7,0.53,9.78,0.91,1.82,2.79,0.42,31.43,1.26,0.35,4.61,1.17,20113.7,16295.82,45.37,0.03,11.83,65.96,16.3,4.89,419.04,8380.71,46.56,26.51,72.63,55.87,331.74,116.98,791.51,366.66,4749.07,3491.96,872.99
Asia,Eastern Asia,Tianjin,China,4.19,27.94,6.29,1.4,2.1,3.49,0.45,0.28,1.88,1.52,0.93,1.22,14.32,2.91,10.36,1.22,1.35,1.34,1.1,0.73,0.73,0.7,0.66,13.97,1.05,1.4,2.86,0.42,15.49,1.61,0.31,6.15,1.17,18856.59,18856.59,75.2,0.03,10.87,41.9,13.97,6.98,555.22,9183.86,53.86,41.86,77.48,73.28,384.12,270.05,1065.05,558.71,5470.21,3491.96,858.79
Asia,Eastern Asia,Shenyang,China,2.79,20.95,4.64,0.63,1.4,2.93,0.35,0.21,1.58,1.18,0.88,1.42,13.62,2.76,13.27,1.36,1.16,1.75,1.47,1.12,0.86,0.72,0.6,9.08,0.47,2.21,3.49,0.28,11.17,1.26,0.28,8.38,1.16,20253.38,22385.8,58.7,0.05,15.36,37.25,3.49,4.54,436.73,23046.95,47.32,41.86,88.42,116.4,279.36,153.65,698.39,595.96,2479.29,1350.23,821.1
Asia,Eastern Asia,Chengdu,China,2.79,24.3,4.96,1.12,2.79,3.61,0.41,0.29,1.94,1.46,1.15,2.11,14.53,6.03,12.33,1.8,1.4,1.37,1.07,0.7,0.81,0.47,0.61,7.68,1.04,1.84,2.86,0.42,26.11,1.26,0.28,4.19,1.16,20784.15,19828.75,35.09,0.03,11.55,39.41,13.97,5.59,360.84,18623.79,82,31.91,90.39,89.05,430.68,251.42,796.17,439.99,3782.82,2159.67,787.49
Asia,Eastern Asia,Jinan,China,2.79,20.95,4.19,1.12,1.96,2.68,0.41,0.25,1.88,1.08,0.58,1.07,14.32,2.91,6.29,1.16,0.84,1.34,0.79,0.37,0.35,0.7,0.56,11.17,0.77,1.4,2.79,0.28,5.59,1.4,0.21,5.59,1.15,16063.02,18158.2,66.49,0.02,7.96,71.24,4.66,5.24,555.22,9183.86,53.86,31.43,77.48,73.28,285.54,212.46,544.56,405.03,4190.35,1536.46,768.23
Asia,Eastern Asia,Fuzhou,China,2.93,17.46,4.19,0.84,2.1,3.72,0.44,0.28,1.8,1.26,0.84,1.56,10.43,5.1,15.83,2.2,1.4,1.43,1.26,0.63,0.91,0.42,0.65,19.21,1.26,1.91,2.79,0.14,41.9,1.33,0.31,6.84,1.17,17809,19787.78,43.9,0.03,8.63,27.94,8.38,6.63,279.36,9777.49,61.46,32.94,92.54,56.92,363.16,190.89,600.62,401.58,6285.53,2886.69,767.07
Asia,Eastern Asia,Zhongshan,China,2.79,15.36,4.19,0.84,1.68,3.4,0.7,0.38,1.53,1.31,1.06,2.35,14.4,6.64,13.21,1.84,1.26,3.08,1.54,0.92,1.23,0.42,0.42,9.78,1.02,2.1,3.21,0.42,20.95,0.98,0.39,4.19,1.14,23745.34,14666.24,69.84,0.02,14.67,27.8,6.98,6.29,391.1,19554.98,57.04,27.47,83.81,87.44,251.42,139.68,488.87,279.36,3491.96,1676.14,760.08
Asia,Eastern Asia,Chongqing,China,2.79,16.76,4.75,0.84,2.79,3.68,0.41,0.26,1.8,1.34,0.91,1.84,9.54,3.56,12.5,1.68,1.28,1.29,1.05,0.63,1.19,0.47,0.53,4.89,0.72,2,3.49,0.42,55.87,1.4,0.35,2.68,1.16,20784.15,16733.48,45.06,0.02,10.71,26.99,6.98,4.89,349.2,20951.77,31.08,22.79,72.12,54.47,268.18,164.12,436.57,303.8,2711.76,1815.82,733.31
Asia,Eastern Asia,Dalian,China,3.49,27.88,4.89,0.84,1.68,4.1,0.49,0.31,1.66,1.22,0.88,1.73,18.58,3.51,10.1,1.19,1.07,1.42,0.88,0.58,0.77,0.72,0.58,8.38,0.61,1.42,2.93,0.28,25.14,1.4,0.42,6.15,1.2,18018.52,16398.25,37.25,0.03,9.71,108.25,34.22,6.98,506.33,12986.37,63.66,32.4,89.6,61.99,401.39,244.33,1065.05,453.77,3819.81,1675.25,715.4
Asia,Eastern Asia,Tongshan,China,3.49,20.95,4.89,0.7,1.89,2.8,0.42,0.23,1.69,1.75,0.89,1.79,5.59,4.16,13.28,1.75,1.47,1.54,1.26,0.86,1.19,0.51,0.58,13.97,0.7,1.72,2.79,0.28,27.94,1.26,0.27,5.57,1.17,22139.04,22139.04,39.7,0.03,14.43,27.94,11.17,5.1,279.36,22814.15,62.86,43.61,97.77,72.63,377.13,230.47,692.1,373.64,2304.69,1431.7,713.76
Asia,Eastern Asia,Harbin,China,2.79,16.76,5.59,0.7,2.1,2.33,0.31,0.28,1.44,1.54,0.84,1.76,13.27,3.07,11.13,2.23,1.96,2.46,1.12,0.81,1.2,0.49,0.98,6.98,0.47,2.65,1.75,0.49,18.86,1.19,0.27,3.35,1.14,16761.42,14666.24,57.04,0.02,11.64,20.95,14.67,4.19,186.24,8031.51,83.81,29.33,90.79,90.79,279.36,167.61,670.46,307.29,2199.94,1448,649.31
